זמן תשובה,רב,תשובה
2022-12-01 14:03:36,הרב צביקה,"יש ברמב""ם 140 מומים."
2022-12-01 14:04:23,הרב גבריאל פאל,"אני חושב שצריך להזהר במשפטי חזל- שלא יצא שאדם לא מקשיב לאישתו ומלביש את זה על ""אידיאל"" התורה."
2022-12-01 15:53:43,הרב גבריאל פאל,"לדעתי זה מתאים לשיעור הבא במפגש השיעור הכללי- לפתוח מקורות לדבר תאחלס על החיים בהתמודדות מול שיח בין נשים וגברים , על תהליך גם של בעלי תשובה וערבוב בדור וכו'.."
2022-12-01 15:54:19,הרב גבריאל פאל,כן מה שכתבתי זה לגבי אישתו.
2022-12-01 18:42:06,הרב צביקה,👍🏻
2022-12-01 18:52:33,הרב צביקה,"אם חתכו את הבצל על הצלחת, החיתוך גורם להלעת הטעם, אבל אם רק שמו בצל על הצלחת, מספיק לנקות אותה בקר"
2022-12-01 18:55:03,הרב צביקה,עדיין רק חיתוך מבליע או חם
2022-12-01 20:17:31,הרב צביקה,אם כיוונת על עוד או היה לפניך אין לברך שוב
2022-01-02 19:57:49,הרב צביקה,"לא להביא לחם בשביל הברכה, אלא להשאיר מהלחם שאכלו"
2022-01-02 20:03:11,הרב צביקה,נכון
2022-01-02 22:03:06,הרב צביקה,כן
2022-01-02 22:04:09,הרב צביקה,לא ביחד
2022-01-02 22:54:58,הרב צביקה,כן.
2022-01-02 23:20:42,הרב צביקה,ללא נר
2022-02-02 10:13:39,הרב צביקה,לא.
2022-02-02 15:18:44,הרב צביקה,אי אפשר לגייר עמלקי כי הם פסולים לבוא בתוך עם ישראל.
2022-02-02 15:19:34,הרב צביקה,"קריאת התורה היא חובת ציבור ולא יחיד, ולכן רק ציבור שהתפלל במניין ולא היה לו ס""ת בשחרית יכול להוציא ס""ת במנחה, יחיד לא"
2022-02-02 15:22:31,הרב צביקה,מניין
2022-02-02 15:23:56,הרב צביקה,"הרמב""ם כותב שרק 4 אומות לא מקבלים עמון, מואב, מצרים ואדום."
2022-02-02 16:48:43,הרב צביקה,מומלץ !
2022-02-02 17:14:57,הרב צביקה,ממליץ על הרב כץ
2022-02-02 18:32:29,הרב צביקה,נזק רוחני שעלול להגרם מהסתכלות של אחרים
2022-03-02 14:36:03,הרב צביקה,לכתחילה היהודי צריך להכניס את המאכל לתוך השמן.
2022-03-02 21:42:49,הרב צביקה,מותר
2022-03-02 23:22:04,הרב צביקה,"1. דברי קבלה זה ביטוי לדברים שנלמדו מהנ""ך ולא מהתורה."
2022-04-02 11:31:50,הרב צביקה,1. נראה ככלי חרס מצופה.
2022-04-02 13:18:10,הרב צביקה,את הכלי לנקות היטב ולערות מים רותחים
2022-04-02 13:18:34,הרב צביקה,אם אתה לוקח שמן לצורך הצבא זה לא גניבה
2022-04-02 13:40:43,הרב צביקה,אם לוקחים משהו לצורך הצבא וזה לא פוגע במישהו אחר
2022-05-02 21:21:18,הרב צביקה,"אם יש צורה של פתח כלומר בליטה בצדדים ובגג בכניסה למבנה הפנימי, צריך לשים גם בו מזוזה"
2022-05-02 22:13:09,הרב צביקה,לא משנה המרחק.
2022-05-02 22:21:57,הרב צביקה,צריך מעל 230 גרם מזונות
2022-06-02 21:36:26,הרב צביקה,"אם זה לתועלת כדי שיהיה הנהלה יותר טובה, זה לא לשון הרע"
2022-06-02 21:37:40,הרב צביקה,צריך להשתתף וצריך לדבר מה שיש ממנו תועלת
2022-06-02 21:37:44,הרב צביקה,‎This message was deleted.
2022-07-02 13:19:06,הרב צביקה,"אם ההוזלה היא מעל 16 אחוז אפשר, עדיף שלא"
2022-07-02 16:07:08,הרב צביקה,צריך שלא להתפלל ממש מול זה
2022-07-02 16:27:45,הרב צביקה,"הולך למקום שיכול לשבת ויושב, מותר ללכת לצורך"
2022-07-02 16:41:08,הרב צביקה,כן.
2022-07-02 19:45:20,הרב צביקה,בעקרון כן.
2022-07-02 20:15:33,הרב צביקה,מותר וחובה.
2022-07-02 20:22:49,הרב צביקה,"המנהג בירושלים שצאצאים לא הולכים אחר המת, תלוי אם החברה קדישא בירושלים מאפשרת לנהוג אחרת"
2022-07-02 22:51:42,הרב צביקה,"בעקרון נחלקו השו""ע והרמ""א בסימן תקסח סעיף ז אם אדם שמת אביו או אמו באדר מתי מתענה בשנה מעוברת. דעת השו""ע שיתענה באדר ב'. ודעת הרמ""א שיתענה בראשון."
2022-07-02 22:52:08,הרב צביקה,צדיק שסיים את תיקונו בעולם אין ביום פטירתו אבל אלא שמחה שפטירתו מכפרת
2022-08-02 10:02:53,הרב צביקה,לא יודע לאיזה ספר הוא מתכוון
2022-08-02 17:59:47,הרב צביקה,מותר שיכין אסור להגיד
2022-08-02 18:00:07,הרב צביקה,לא הבנתי מה הבעיה להכין לביבות במחבת ?
2022-08-02 18:04:06,הרב צביקה,לבבות !
2022-08-02 18:09:18,הרב צביקה,"בכל בשר לכל הדעות צריך למלוח בתוך 3 ימים לשחיטה , אחרת עוזר רק צלייה ולא מליחה כי הדם נבלע ולא יוצא."
2022-08-02 20:45:25,הרב צביקה,כן.
2022-08-02 22:14:32,הרב צביקה,לא
2022-08-02 22:15:07,הרב צביקה,"רק אם זה בשביל שלא יהיו נחשים וכדומה, אבל לצורך הצמחים הטובים אסור"
2022-09-02 09:54:56,הרב צביקה,לחזור למקום שטעית ולהגיד שוב
2022-09-02 17:19:36,הרב צביקה,אסור אם מכיר אותה או רואה את דמותה
2022-09-02 17:21:52,הרב צביקה,כן.
2022-09-02 17:22:22,הרב צביקה,יודע איך היא נראית
2022-09-02 17:28:15,הרב צביקה,נכון
2022-09-02 17:59:36,הרב צביקה,לאשה אסור לשיר לפני גברים או שגברים רואים
2022-09-02 18:00:00,הרב צביקה,אין איסור לברך ליד כלב.
2022-10-02 13:14:31,הרב צביקה,מבושל מזונות.
2022-10-02 17:42:44,הרב צביקה,לענות אמן
2022-11-02 11:13:20,הרב צביקה,צריך ניקוי יסודי ועירוי מים חמים
2022-01-03 18:14:29,הרב צביקה,הזוהר
2022-01-03 22:23:47,הרב צביקה,"1. מברכים על בגד חשוב חדש, על פירות עונתיים, ואפשר גם לברך על חפץ חדש שהוא חשוב ויקר."
2022-02-03 08:00:31,הרב צביקה,כן
2022-02-03 13:57:37,הרב צביקה,"אם אתה שומע ברכות וקדיש וקדושה צריך לענות, אם אתה יכול להתרכז בלימוד ולא לשמוע לא צריך לענות"
2022-02-03 13:58:11,הרב צביקה,"אפשר אם מקפידים לא לשבת ליד, בין בנות"
2022-02-03 13:58:41,הרב צביקה,בין 2 בנות ממש צריך להזהר
2022-02-03 14:00:09,הרב צביקה,"בעיה יש,"
2022-02-03 14:03:31,הרב צביקה,בעייה !
2022-02-03 14:03:50,הרב צביקה,לדאוג לא לשמוע או על ידי ריכוז או לעבור מקום
2022-02-03 14:04:18,הרב צביקה,רק אל תגיד להן !
2022-02-03 14:09:32,הרב צביקה,אין מקום בפינות ?
2022-03-03 12:57:28,הרב צביקה,"יש בעיה להתפלל מוסף עם תפילין, כי לפי ההארה שמגיעה במוסף לא צריך תפילין."
2022-03-03 19:03:30,הרב צביקה,כל בקשה בברכה היא כנגד חודש ויש 12 בקשות בשנה מעוברת מוסיפים עוד ברכה
2022-03-03 19:04:58,הרב צביקה,אם יש חציצה לא יוצאים ידי חובה
2022-03-03 19:05:05,הרב צביקה,לא יודע
2022-03-03 20:52:23,הרב צביקה,אם יש 2 כיסויים מותר
2022-03-03 21:48:15,הרב צביקה,2 כיסויים זה כיסוי חוץ מהכיסוי היעודי של התפילין
2022-03-03 21:48:28,הרב צביקה,"לא יודע, תבדוק עם זכוכית מגדלת"
2022-03-03 22:21:08,הרב צביקה,לא
2022-04-03 14:31:09,הרב צביקה,כן.
2022-04-03 17:13:35,הרב צביקה,כן
2022-05-03 19:29:24,הרב צביקה,גלילת ספר תורה זו מצווה חשובה.
2022-05-03 19:29:44,הרב צביקה,"נשים נהגו שלא לשתות מיין ההבדלה משום מנהג, ועדיף לשפוך"
2022-05-03 21:38:33,הרב צביקה,אסור.
2022-05-03 21:46:10,הרב צביקה,"אין הגדרה ברורה, לכתחילה שיכסה רוב הראש, או שלפחות יראה מכל צד"
2022-05-03 22:00:36,הרב צביקה,אין הבדל
2022-05-03 22:06:13,הרב צביקה,צריך שיהיה ניכר ככיסוי.
2022-05-03 22:25:36,הרב צביקה,לברך פעם אחת ולקבןע את שתיהן ללא הפסק
2022-06-03 04:59:46,הרב צביקה,מברכים שוב על השניה
2022-06-03 07:50:46,הרב צביקה,"דיבור שלא קשור למצווה, הסחת דעת"
2022-06-03 12:50:34,הרב צביקה,בהנץ החמה
2022-06-03 15:47:52,הרב צביקה,בפורים לא מדקדקים.
2022-06-03 17:46:44,הרב צביקה,"הרב עובדיה התיר במקום צורך כשיהודי הדליק את האש, ובעל המסעדה יהודי"
2022-06-03 19:17:37,הרב צביקה,"בארץ ישראל גם אשכנזים נהגו כשו""ע"
2022-07-03 15:30:20,הרב צביקה,לכתחילה לא.
2022-07-03 18:25:45,הרב צביקה,נוזל שמפיקים מאלון העפצים.
2022-08-03 09:59:56,הרב צביקה,"כל 5 מנחות הנדבה עשויות מסולת, ההבדל הוא הוא רק באופן ההכנה."
2022-08-03 14:50:18,הרב צביקה,אם לא יודעים מהיכן הביאו לא לאכול
2022-08-03 19:48:24,הרב צביקה,כוונה עדיפה
2022-09-03 09:41:56,הרב צביקה,"שיפון וכוסמין מצטרפים. (שו""ע יו""ד שכד,ב)"
2022-09-03 16:42:50,הרב צביקה,מחצית השקל - ספרדים 28
2022-09-03 16:45:01,הרב צביקה,צריך שתגיד כמה למחצית השקל וכמה למתנות לאביונים שיתנו ביום פורים
2022-09-03 17:06:24,הרב צביקה,כן
2022-09-03 18:24:39,הרב צביקה,כן.
2022-09-03 18:25:07,הרב גבריאל פאל,https://cutt.ly/5AvCOCR
2022-09-03 18:25:07,הרב גבריאל פאל,השימוש ב-PayBox חינם!
2022-09-03 18:27:30,הרב גבריאל פאל,לכל המעוניינים לזכר מחצית השקל לתרום בקישורים פה או בביט מול המספר
2022-09-03 18:52:44,הרב צביקה,גם וגם חשוב.
2022-09-03 20:29:04,הרב צביקה,לתלמידים שלומדים בבית המדרש מותר לאכול שם כדי שלא יבטלו בלימוד התורה כי שם ביתם
2022-09-03 20:32:37,הרב צביקה,"נכון, אם זה לא לצורך ביטול תורה אסור"
2022-09-03 22:57:12,הרב צביקה,"להשתדל להתחיל עם הציבור, להתחיל כמה שניות אחרי אין בעיה, העיקר שרוב השמונה עשרה יהיה עם הציבור"
2022-09-03 23:18:16,הרב גבריאל פאל,"הרב כץ אמר שהבית מדרש שלנו בישיבה לא מוגדר רק כבית מדרש (כשבנו אותו כיונוו שיהיה לעוד פעיליות שונות) לכן מותר לעשות שם הרבה דברים אחרים שעושים- כמו פעילויות צבאיות, ועוד."
2022-10-03 12:56:50,הרב גבריאל פאל,אשרייכם חברים מי שיכול להקשיב
2022-10-03 18:25:12,הרב צביקה,מותר להזיז את המחוג אם השעון עובד
2022-10-03 18:25:27,הרב צביקה,צריך להשתדל לכוון בתחנון
2022-10-03 18:28:03,הרב צביקה,חשובה הכוונה יותר מלהיות עם הציבור.
2022-10-03 18:31:13,הרב צביקה,כן
2022-10-03 18:37:01,הרב צביקה,נכון
2022-10-03 18:40:48,הרב צביקה,כי יש כח לתפילה בציבור
2022-10-03 21:35:51,הרב צביקה,אם לא יודעים מחוסר ידע אין לאכול לפני שמבררים.
2022-10-03 21:36:27,הרב צביקה,"דובונים וכל חטיף שאין בו קמח חיטה, ואינו ציפס ברכתו שהכל."
2022-10-03 21:43:30,הרב צביקה,כן
2022-10-03 21:46:16,הרב צביקה,שאלה מורכבת שדייכת לגדולי הדור.
2022-10-03 22:25:03,הרב צביקה,אשה שמגדלת ברחמה עובר של מישהי אחרת שיש לה בעיה
2022-11-03 12:48:51,הרב צביקה,משום ביטול תורה
2022-11-03 12:49:12,הרב צביקה,שתיה היא ארעית  ואינה כאכילה
2022-11-03 13:12:59,הרב צביקה,זה מלמד אותך שגם על ספק חטא צריך כפרה.
2022-11-03 13:13:37,הרב צביקה,שתיית יין בפורים זו מצווה ולכן מותר.
2022-11-03 13:26:01,הרב צביקה,הרב כץ אמר שבית המדרש שלנו נבנה על תנאי ולכן מותר.
2022-11-03 13:57:14,הרב צביקה,אם בונים בית כנסת או בית מדרש ואומרים בתחילת הבניה תנאי שניתן להשתמש בו לדברי חול
2022-11-03 14:42:30,הרב צביקה,הופלים מזונות
2022-11-03 14:43:02,הרב צביקה,מי שעשה ודאי עבירה מרגיש שהוא חטא ועושה תשובה.
2022-11-03 14:43:07,הרב צביקה,‎This message was deleted.
2022-12-03 20:26:56,הרב צביקה,כן
2022-12-03 21:13:03,הרב צביקה,אם זה אורז שעבר בישול ברכתו מזונות ובורא נפשות.
2022-12-03 22:00:35,הרב צביקה,2 מאכלים מכל סוג
2022-12-03 22:03:05,הרב צביקה,מספיק.
2022-12-03 22:07:51,הרב צביקה,אותו דין
2022-12-03 22:22:02,הרב צביקה,רק אם מצילים על ידי זה מישהו מנזק .
2022-01-04 07:51:10,הרב צביקה,תלוי במנהג המקום.
2022-01-04 08:14:34,הרב צביקה,"לא רק, אבל יש יותר סיכוי בחודש ניסן"
2022-01-04 11:20:58,הרב צביקה,מותר
2022-01-04 18:19:14,הרב צביקה,אפשר
2022-02-04 21:48:34,הרב צביקה,מה שצריך לתעסוקה מבצעית דוחה שבת.
2022-03-04 08:09:29,הרב צביקה,כן
2022-03-04 12:48:13,הרב צביקה,1. מאחר והלכלוך לא נוגע באוכל אלא בסיר והחום שורף את הלכלוך ומשאירו יבש אפשר לבשל על אותה כירה בשרי וחלבי.
2022-03-04 12:48:14,הרב צביקה,קימחא דפיסחא אין בדיוק חיוב כמה לתת.
2022-03-04 12:48:56,הרב צביקה,יש בעיה
2022-03-04 14:17:23,הרב צביקה,האש שורפת את הלכלוך ואם נשאר משהו יבש ולא רטוב הטעם לא עובר
2022-04-04 09:20:28,הרב צביקה,"בודקים , אבל בפסח עצמו חמץ לא בטל"
2022-04-04 09:26:33,הרב צביקה,כן
2022-04-04 09:35:24,הרב צביקה,חיטה שלמה לא בטלה גם לפני פסח.
2022-04-04 10:15:53,הרב צביקה,"כן, כל מיני שאריות"
2022-04-04 10:33:15,הרב צביקה,גם טוב
2022-04-04 12:21:22,הרב צביקה,מותר.
2022-04-04 13:12:03,הרב צביקה,אין בעיה שיש לגויים חמץ
2022-04-04 13:20:38,הרב צביקה,לדלג על מה שאפשר.
